DEPARTAMENTO_DOMICILIO,CIUDAD_DOMICILIO,CIIU,INGRESOS_OPERACIONALES,TOTAL_ACTIVOS,TOTAL_PASIVOS,TOTAL_PATRIMONIO,ANO_DE_CORTE,SUPERVISOR_SUPERSALUD,SUPERVISOR_SUPERSERVICIOS,SUPERVISOR_SUPERSOCIEDADES,SUPERVISOR_SUPERTRANSPORTE,SUPERVISOR_SUPERVIGILANCIA,REGION_Bogotá - Cundinamarca,REGION_Centro - Oriente,REGION_Costa Atlántica,REGION_Costa Pacífica,REGION_Eje Cafetero,REGION_Otros,MACROSECTOR_COMERCIO,MACROSECTOR_CONSTRUCCIÓN,MACROSECTOR_MANUFACTURA,MACROSECTOR_MINERO,MACROSECTOR_SERVICIOS
5,60,328,0.12,0.29,0.12,0.16,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5,60,217,0.12,0.1,0.08,0.03,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,232,0.12,0.05,0.03,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4,40,217,0.12,0.07,0.05,0.03,2022,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
4,48,160,0.12,0.1,0.05,0.05,2022,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
15,363,95,0.12,0.13,0.08,0.06,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4,330,229,0.12,0.02,0.02,0.0,2022,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
5,60,16,0.12,0.14,0.05,0.09,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
15,205,212,0.12,0.1,0.04,0.06,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,217,0.12,0.09,0.05,0.04,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,380,0.12,0.11,0.03,0.07,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,151,221,0.12,0.06,0.03,0.03,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,326,0.12,0.05,0.04,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,87,0.12,0.12,0.03,0.09,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,190,0.12,0.06,0.03,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,343,195,0.12,0.12,0.05,0.06,2022,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
31,398,225,0.11,0.04,0.02,0.02,2022,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
5,60,380,0.11,0.12,0.06,0.05,2022,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,343,217,0.11,0.13,0.04,0.08,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
22,512,225,0.11,0.04,0.03,0.01,2022,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
33,71,348,0.11,0.01,0.01,0.0,2022,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
5,60,27,0.11,0.33,0.34,-0.01,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,231,0.11,0.07,0.09,-0.01,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6,493,5,0.11,0.07,0.03,0.03,2022,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5,60,333,0.11,0.26,0.17,0.09,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,343,221,0.11,0.11,0.09,0.02,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,60,298,0.11,0.12,0.1,0.03,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
35,264,379,0.11,0.12,0.08,0.04,2022,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,60,367,0.11,0.09,0.05,0.04,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,343,348,0.11,0.02,0.01,0.0,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,60,330,0.11,1.15,0.06,1.09,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,334,0.11,0.15,0.07,0.08,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
33,231,231,0.11,0.08,0.06,0.02,2022,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5,60,188,0.11,0.74,0.38,0.36,2022,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
31,398,379,0.11,0.14,0.13,0.01,2022,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5,60,221,0.11,0.08,0.02,0.06,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
23,235,4,0.11,0.05,0.04,0.01,2022,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
29,36,225,0.11,0.03,0.01,0.01,2022,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
15,151,201,0.11,0.09,0.04,0.05,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,219,0.11,0.01,0.0,0.01,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,60,297,0.11,0.09,0.09,-0.0,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
15,151,27,0.11,0.11,0.08,0.03,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,224,0.11,0.05,0.04,0.01,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
15,554,88,0.11,0.08,0.02,0.06,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,8,0.11,0.09,0.06,0.03,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,338,0.11,0.04,0.02,0.03,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,162,0.11,0.16,0.16,0.0,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,343,299,0.11,0.08,0.24,-0.15,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,271,220,0.11,0.03,0.01,0.01,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15,151,367,0.11,0.07,0.07,0.0,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,193,0.11,0.05,0.04,0.01,2022,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5,60,215,0.11,0.05,0.03,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4,48,312,0.11,0.29,0.22,0.06,2022,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
20,368,183,0.11,0.05,0.03,0.02,2022,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
27,156,398,0.11,0.02,0.01,0.01,2022,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,470,391,0.11,0.28,0.12,0.16,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36,88,229,0.11,0.03,0.02,0.01,2022,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
11,91,108,0.11,0.07,0.01,0.06,2022,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5,60,266,0.11,0.07,0.04,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,271,224,0.11,0.12,0.06,0.05,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4,48,206,0.11,0.07,0.05,0.02,2022,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
8,335,198,0.11,0.03,0.02,0.01,2022,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
22,512,379,0.11,0.24,0.08,0.16,2022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15,363,220,0.11,0.04,0.02,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,302,0.11,0.15,0.12,0.03,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
22,512,206,0.11,0.02,0.01,0.01,2022,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
5,60,269,0.11,0.24,0.09,0.14,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4,48,198,0.11,0.02,0.02,0.0,2022,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
27,375,379,0.11,0.15,0.04,0.11,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,60,38,0.11,0.13,0.07,0.06,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,456,26,0.11,0.07,0.04,0.03,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,271,207,0.11,0.06,0.02,0.04,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35,264,34,0.11,0.05,0.03,0.02,2022,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
11,346,143,0.11,0.09,0.06,0.03,2022,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5,60,251,0.11,0.04,0.18,-0.13,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,217,0.11,0.09,0.07,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,34,0.11,0.11,0.08,0.03,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,60,224,0.11,0.17,0.09,0.08,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,10,0.11,0.02,0.02,0.0,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
36,88,356,0.11,0.03,0.02,0.01,2022,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
8,335,95,0.11,0.09,0.05,0.04,2022,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
5,60,293,0.11,0.14,0.1,0.04,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,343,224,0.11,0.11,0.02,0.09,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,60,219,0.11,0.02,0.01,0.01,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,214,0.11,0.05,0.04,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,334,0.11,0.06,0.05,0.02,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,60,300,0.11,0.04,0.02,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,301,0.11,0.06,0.06,0.01,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4,48,348,0.11,0.02,0.02,0.0,2022,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
15,205,207,0.11,0.1,0.06,0.04,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
36,88,73,0.11,0.07,0.02,0.05,2022,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,343,0,0.11,0.02,0.01,0.01,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,343,201,0.11,0.06,0.05,0.02,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
29,36,379,0.11,0.21,0.01,0.21,2022,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,271,19,0.11,0.07,0.03,0.04,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,60,205,0.11,0.01,0.01,0.0,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,269,0.11,0.07,0.08,-0.01,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,470,95,0.11,0.19,0.1,0.08,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,60,65,0.11,0.12,0.1,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15,363,131,0.11,0.13,0.07,0.06,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,348,0.11,0.03,0.03,0.0,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
36,647,154,0.11,0.08,0.04,0.04,2022,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
36,88,334,0.11,0.13,0.1,0.03,2022,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5,60,190,0.11,0.13,0.04,0.09,2022,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,343,74,0.11,0.03,0.02,0.01,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,60,344,0.11,0.26,0.2,0.06,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,416,0.11,0.14,0.04,0.1,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
15,205,223,0.11,0.1,0.07,0.03,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,456,217,0.11,0.08,0.04,0.04,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6,108,209,0.11,0.06,0.01,0.04,2022,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
5,60,334,0.11,0.05,0.02,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,185,223,0.11,0.06,0.02,0.04,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,60,205,0.11,0.08,0.05,0.04,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,331,0.11,0.26,0.15,0.11,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
36,647,5,0.11,0.27,0.17,0.1,2022,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5,60,325,0.11,0.4,0.03,0.38,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,301,0.11,0.21,0.19,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4,48,19,0.11,0.04,0.03,0.01,2022,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5,60,282,0.11,0.13,0.07,0.07,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,88,0.11,0.08,0.04,0.04,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
36,647,324,0.11,0.87,0.29,0.58,2022,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,185,224,0.11,0.08,0.05,0.04,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,60,301,0.11,0.07,0.04,0.03,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,271,206,0.11,0.04,0.03,0.01,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
33,71,356,0.11,0.04,0.02,0.02,2022,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
5,60,220,0.11,0.06,0.02,0.04,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,239,0.11,0.04,0.03,0.01,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
15,120,71,0.11,0.09,0.04,0.05,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5,60,34,0.11,0.23,0.16,0.07,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,343,223,0.11,0.07,0.04,0.02,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,271,115,0.11,0.12,0.06,0.06,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,409,206,0.11,0.02,0.02,0.01,2022,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
36,88,379,0.11,0.18,0.13,0.05,2022,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
36,222,0,0.11,0.02,0.01,0.0,2022,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
4,48,221,0.11,0.04,0.01,0.02,2022,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
33,71,135,0.11,0.08,0.06,0.02,2022,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
8,335,186,0.11,0.07,0.05,0.02,2022,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
5,60,188,0.11,0.36,0.22,0.14,2022,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,470,228,0.11,0.04,0.02,0.01,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,60,413,0.11,0.41,0.3,0.11,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,2,0.11,0.12,0.08,0.04,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,637,206,0.11,0.02,0.01,0.01,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35,264,198,0.11,0.07,0.05,0.02,2022,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4,48,189,0.11,0.2,0.14,0.06,2022,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
5,60,334,0.11,0.04,0.03,0.01,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,90,0.11,0.13,0.03,0.1,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,300,0.11,0.04,0.03,0.01,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,338,0.11,0.04,0.03,0.0,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4,48,208,0.11,0.04,0.02,0.02,2022,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
5,60,216,0.11,0.07,0.06,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,212,0.11,0.07,0.06,0.01,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
15,321,125,0.11,0.06,0.03,0.03,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,338,0.11,0.14,0.08,0.06,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4,48,379,0.11,0.12,0.09,0.02,2022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,60,19,0.11,0.13,0.06,0.07,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,185,34,0.11,0.26,0.04,0.22,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36,88,256,0.11,0.36,0.28,0.09,2022,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5,60,204,0.11,0.08,0.08,0.0,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
26,395,379,0.11,0.09,0.01,0.08,2022,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,470,206,0.11,0.03,0.0,0.03,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,60,212,0.11,0.14,0.04,0.1,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,365,0.11,0.12,0.03,0.09,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4,48,380,0.11,0.1,0.07,0.03,2022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,343,34,0.11,0.09,0.06,0.02,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,108,383,0.11,0.1,0.07,0.03,2022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
31,168,245,0.11,0.05,0.03,0.01,2022,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
5,60,299,0.11,0.01,0.01,0.0,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,343,379,0.11,0.06,0.03,0.03,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,343,356,0.11,0.03,0.01,0.01,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
36,88,198,0.11,0.02,0.02,0.01,2022,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
31,398,220,0.11,0.03,0.02,0.02,2022,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
15,363,88,0.11,0.1,0.05,0.05,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
36,88,7,0.11,0.04,0.02,0.02,2022,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,271,28,0.11,0.12,0.05,0.07,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,271,248,0.11,0.1,0.06,0.05,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,343,315,0.11,0.05,0.0,0.05,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,60,356,0.11,0.17,0.1,0.07,2022,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
5,60,320,0.11,0.95,0.09,0.86,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
33,231,20,0.11,0.02,0.02,0.0,2022,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
12,612,380,0.11,0.15,0.06,0.09,2022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,60,206,0.11,0.02,0.01,0.01,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,73,0.11,0.05,0.02,0.03,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,374,220,0.11,0.03,0.02,0.01,2022,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
15,205,223,0.11,0.05,0.05,0.0,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
15,151,101,0.11,0.19,0.1,0.09,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,217,0.11,0.09,0.07,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,251,0.11,0.16,0.12,0.04,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,201,0.11,0.1,0.07,0.03,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
36,88,206,0.11,0.04,0.02,0.02,2022,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
36,88,64,0.11,0.43,0.13,0.3,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,77,48,0.11,0.16,0.07,0.1,2022,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
8,20,61,0.11,0.04,0.03,0.01,2022,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5,60,363,0.11,0.08,0.06,0.01,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,248,0.11,0.1,0.06,0.05,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,195,0.11,0.05,0.02,0.03,2022,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
15,577,224,0.11,0.06,0.03,0.03,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,343,239,0.11,0.08,0.05,0.03,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,60,136,0.11,0.06,0.04,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
22,512,379,0.11,0.14,0.07,0.06,2022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,60,283,0.11,0.09,0.06,0.03,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,313,0.11,0.63,0.09,0.53,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,54,363,0.11,0.06,0.03,0.03,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,343,34,0.11,0.08,0.04,0.04,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,298,206,0.11,0.06,0.03,0.03,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,185,34,0.11,0.07,0.04,0.02,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,60,224,0.11,0.08,0.06,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
15,211,74,0.11,0.03,0.02,0.01,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,48,220,0.11,0.07,0.05,0.02,2022,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,343,380,0.11,0.15,0.1,0.05,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,60,327,0.11,0.09,0.06,0.03,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,77,0.11,0.08,0.03,0.05,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15,120,379,0.1,0.28,0.04,0.24,2022,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,188,0.1,0.44,0.21,0.23,2022,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,343,79,0.1,0.03,0.03,0.0,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,60,224,0.1,0.07,0.04,0.03,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,109,0.1,0.13,0.06,0.07,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,367,0.1,0.13,0.02,0.11,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60,221,0.1,0.07,0.05,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4,48,217,0.1,0.1,0.08,0.02,2022,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,298,115,0.1,0.07,0.03,0.04,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,227,190,0.1,0.42,0.29,0.14,2022,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5,60,53,0.1,0.05,0.01,0.04,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,190,0.1,0.43,0.07,0.37,2022,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5,60,234,0.1,0.09,0.08,0.01,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
11,242,19,0.1,0.13,0.03,0.1,2022,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,343,220,0.1,0.06,0.03,0.03,2022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,60,356,0.1,0.05,0.02,0.03,2022,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
36,388,324,0.1,0.23,0.08,0.15,2022,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5,60,198,0.1,0.06,0.04,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
36,88,356,0.1,0.02,0.01,0.01,2022,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
33,197,101,0.1,0.04,0.04,0.01,2022,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
5,60,0,0.1,0.13,0.12,0.0,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,212,0.1,0.19,0.2,-0.02,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,221,0.1,0.05,0.05,0.0,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
15,205,109,0.1,0.04,0.01,0.03,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,60,247,0.1,0.09,0.07,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5,60,299,0.1,0.05,0.03,0.02,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
26,395,232,0.1,0.07,0.04,0.03,2022,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
